query	grouping_confidence	location_confidence	orientation_confidence
scaffold_278	1.0	1.0	1.0
scaffold_124	0.9921685623718068	1.0	1.0
scaffold_153	0.9918998986332811	0.06855774078470032	0.9993342225884774
scaffold_307	1.0	1.0	1.0
scaffold_130	1.0	1.0	1.0
scaffold_140	0.9794123182609514	1.0	1.0
scaffold_840	1.0	1.0	1.0
scaffold_220	0.9402285548965716	1.0	1.0
scaffold_410	0.9545945945945946	1.0	1.0
scaffold_682	1.0	1.0	1.0
scaffold_72	0.9893798629048804	0.03263530406800673	0.8660721527299937
scaffold_287	1.0	1.0	1.0
scaffold_157	0.9996623023941353	0.018742666022261524	0.9959392220478426
scaffold_69	0.8934403876209261	1.0	0.7779909385557587
scaffold_1536	1.0	1.0	1.0
scaffold_1538	1.0	1.0	1.0
scaffold_1214	1.0	1.0	1.0
scaffold_195	1.0	0.8878900157943359	0.948475959699018
scaffold_879	1.0	1.0	1.0
scaffold_105	0.9988354256018533	0.05590714255925927	1.0
scaffold_484	1.0	1.0	1.0
scaffold_193	1.0	1.0	1.0
scaffold_683	1.0	1.0	1.0
scaffold_878	1.0	1.0	1.0
scaffold_266	1.0	1.0	1.0
scaffold_388	1.0	1.0	1.0
scaffold_41	1.0	0.9957396485175966	1.0
scaffold_1156	0.5931790499390986	0.0009545669265101073	0.8737166324435318
scaffold_736	1.0	1.0	1.0
scaffold_806	1.0	1.0	1.0
scaffold_749	1.0	1.0	1.0
scaffold_1576	1.0	1.0	1.0
scaffold_115	1.0	1.0	1.0
scaffold_761	1.0	1.0	1.0
scaffold_658	1.0	1.0	1.0
scaffold_1029	1.0	1.0	1.0
scaffold_1570	1.0	1.0	1.0
scaffold_1499	1.0	1.0	1.0
scaffold_1197	0.6679340937896071	1.0	1.0
scaffold_1168	1.0	1.0	1.0
scaffold_462	1.0	1.0	1.0
scaffold_648	1.0	1.0	1.0
scaffold_863	1.0	1.0	1.0
scaffold_1327	1.0	1.0	1.0
scaffold_709	1.0	1.0	1.0
scaffold_111	1.0	0.9784079830926182	1.0
scaffold_191	0.9737829337815476	0.017141471471677567	0.7646781440455537
scaffold_141	1.0	1.0	1.0
scaffold_182	0.9970790072369469	0.008777657190292547	1.0
scaffold_186	0.49575737326066227	0.010193798244349728	0.9991435110430912
scaffold_255	1.0	1.0	1.0
scaffold_244	1.0	0.0010781697782761136	0.8532617280050545
scaffold_241	0.3882526287589579	0.0007691227913757413	0.9894773158530275
scaffold_74	0.8680949145027278	0.04935458737611022	0.9950617009789158
scaffold_379	0.9851170284938942	1.0	1.0
scaffold_296	1.0	1.0	1.0
scaffold_361	1.0	1.0	1.0
scaffold_232	0.9980028123662598	0.9987151772239671	0.8316538838120104
scaffold_841	1.0	1.0	1.0
scaffold_238	0.5309650904624688	0.08746060771116212	1.0
scaffold_167	0.974606463253339	0.8166109360186538	0.9976978405980124
scaffold_713	0.5109752709085857	1.0	1.0
scaffold_121	1.0	0.4061904902860413	0.9856924235431292
scaffold_246	0.3177782888684453	1.0	1.0
scaffold_437	0.9123488773747841	1.0	1.0
scaffold_1136	0.8367346938775511	1.0	1.0
scaffold_94	0.9993176662855583	0.08170162034718927	0.9989941195965154
scaffold_679	1.0	1.0	1.0
scaffold_143	1.0	1.0	1.0
scaffold_509	0.9775874635568513	1.0	1.0
scaffold_986	1.0	1.0	1.0
scaffold_717	0.6706339567646344	1.0	1.0
scaffold_726	0.745716673631425	1.0	1.0
scaffold_1051	1.0	1.0	1.0
scaffold_1321	1.0	1.0	1.0
scaffold_886	1.0	1.0	1.0
scaffold_1672	1.0	1.0	1.0
scaffold_317	1.0	1.0	1.0
scaffold_29	0.9791838846915759	0.9964617743532015	1.0
scaffold_82	0.9640168335217181	0.989327105320394	0.9986687255184206
scaffold_610	0.9789278684728494	1.0	1.0
scaffold_23	0.9528217742768352	0.971185775668201	1.0
scaffold_760	0.9478297161936561	1.0	1.0
scaffold_1590	0.7337770382695508	1.0	1.0
scaffold_1162	1.0	1.0	1.0
scaffold_1228	1.0	1.0	1.0
scaffold_857	1.0	1.0	1.0
scaffold_1202	1.0	1.0	1.0
scaffold_572	1.0	1.0	1.0
scaffold_100	1.0	1.0	1.0
scaffold_668	0.9916387959866221	1.0	1.0
scaffold_137	0.96788394894032	1.0	1.0
scaffold_263	0.9943963492383061	1.0	1.0
scaffold_294	0.996395724583644	0.24998700745252522	0.8462683464305019
scaffold_187	0.9942212746858169	1.0	1.0
scaffold_160	0.9588074957410562	0.02544766571479944	0.933571606092524
scaffold_322	0.6549426138467235	1.0	1.0
scaffold_869	1.0	1.0	1.0
scaffold_310	1.0	1.0	1.0
scaffold_452	1.0	1.0	1.0
scaffold_355	0.8383806111504142	1.0	1.0
scaffold_85	0.980366945254933	0.8943880802395683	0.9056584146477932
scaffold_1190	1.0	1.0	1.0
scaffold_1167	1.0	1.0	1.0
scaffold_202	0.9474218967004371	0.0281588460202354	0.9809278390284926
scaffold_242	0.9958470616902035	1.0	1.0
scaffold_615	0.5047169811320755	1.0	1.0
scaffold_345	0.846400680429908	0.042536283976762713	0.9960261270725803
scaffold_59	0.9562620175397458	0.992114682260924	1.0
scaffold_1480	1.0	1.0	1.0
scaffold_1493	1.0	1.0	1.0
scaffold_261	1.0	1.0	1.0
scaffold_485	1.0	0.013398842385382786	0.9591898428053204
scaffold_921	1.0	1.0	1.0
scaffold_49	0.8681752466787169	0.28482124397144265	0.9780052888272255
scaffold_482	0.608526337364214	0.0007226567871930321	0.9582350959919165
scaffold_1062	1.0	1.0	1.0
scaffold_814	1.0	1.0	1.0
scaffold_1064	1.0	1.0	1.0
scaffold_445	0.7212775330396476	1.0	1.0
scaffold_1637	1.0	1.0	1.0
scaffold_331	1.0	1.0	1.0
scaffold_1205	1.0	1.0	1.0
scaffold_384	1.0	0.016854929533357845	1.0
scaffold_77	1.0	0.5777702055159195	1.0
scaffold_946	1.0	1.0	1.0
scaffold_15	0.9900026598716651	0.9573093182183672	1.0
scaffold_608	1.0	1.0	1.0
scaffold_922	1.0	1.0	1.0
scaffold_434	1.0	1.0	1.0
scaffold_433	0.6214726840855107	1.0	1.0
scaffold_723	1.0	1.0	1.0
scaffold_613	1.0	1.0	1.0
scaffold_6	0.6178783314063534	0.9954893375004393	1.0
scaffold_1271	1.0	1.0	1.0
scaffold_1088	1.0	1.0	1.0
scaffold_515	1.0	1.0	1.0
scaffold_1061	1.0	1.0	1.0
scaffold_1049	0.9657736007855239	1.0	1.0
scaffold_1463	1.0	1.0	1.0
scaffold_5	0.6448866385009836	0.06757245385060932	1.0
scaffold_1266	0.9247491638795987	1.0	1.0
scaffold_1302	1.0	1.0	1.0
scaffold_1254	1.0	1.0	1.0
scaffold_623	1.0	1.0	1.0
scaffold_289	1.0	0.1970237281593992	0.7234550518808729
scaffold_1347	1.0	1.0	1.0
scaffold_36	0.9937323521031518	0.2910488555145046	0.9993472860058432
scaffold_893	1.0	1.0	1.0
scaffold_206	1.0	1.0	1.0
scaffold_510	0.7500252295892623	0.0003774061866075546	0.9927341227125942
scaffold_235	1.0	1.0	1.0
scaffold_1287	1.0	1.0	1.0
scaffold_461	1.0	0.11484350375839311	0.5711077844311377
scaffold_1100	1.0	1.0	1.0
scaffold_843	1.0	1.0	1.0
scaffold_714	1.0	1.0	1.0
scaffold_1583	1.0	1.0	1.0
scaffold_1568	1.0	1.0	1.0
scaffold_896	1.0	1.0	1.0
scaffold_1559	0.541704857928506	1.0	1.0
scaffold_2	0.9766478904348153	0.9975977761509024	1.0
scaffold_1660	1.0	1.0	1.0
scaffold_1670	1.0	1.0	1.0
scaffold_426	1.0	1.0	1.0
scaffold_1350	1.0	1.0	1.0
scaffold_582	0.7907807174160039	1.0	1.0
scaffold_1523	1.0	1.0	1.0
scaffold_1199	1.0	1.0	1.0
scaffold_951	1.0	1.0	1.0
scaffold_652	1.0	1.0	1.0
scaffold_1575	1.0	1.0	1.0
scaffold_1351	1.0	1.0	1.0
scaffold_1147	1.0	1.0	1.0
scaffold_65	0.996135979610405	0.9977556487321396	0.987688867123282
scaffold_1439	1.0	1.0	1.0
scaffold_162	1.0	1.0	1.0
scaffold_39	0.5573292442192469	0.03290093919893842	0.9908415228199445
scaffold_17	0.9631331661644975	0.3927121872961902	0.9144097824973261
scaffold_413	1.0	1.0	1.0
scaffold_519	1.0	1.0	1.0
scaffold_632	1.0	1.0	1.0
scaffold_699	1.0	1.0	1.0
scaffold_1068	1.0	1.0	1.0
scaffold_1195	1.0	1.0	1.0
scaffold_847	1.0	1.0	1.0
scaffold_1668	1.0	1.0	1.0
scaffold_122	0.9594333276173642	0.7858924102878827	1.0
scaffold_147	0.9115952905858624	0.010927426399150335	0.9007425016594371
scaffold_1374	1.0	1.0	1.0
scaffold_219	0.3996297526937865	0.0027384525710033034	0.6927188502197411
scaffold_96	0.993528146409883	0.03251755250965797	0.9935955913522679
scaffold_50	0.9809852502573864	0.4966424740908977	0.9974386322061572
scaffold_247	0.8551213941710938	1.0	1.0
scaffold_300	0.9930800201308505	1.0	1.0
scaffold_138	0.9975364944927418	1.0	1.0
scaffold_95	0.9997560128936276	1.0	1.0
scaffold_108	0.8892924466978679	0.7110318527613739	1.0
scaffold_1555	1.0	1.0	1.0
scaffold_343	1.0	1.0	1.0
scaffold_339	1.0	1.0	1.0
scaffold_337	1.0	1.0	1.0
scaffold_233	1.0	1.0	1.0
scaffold_251	0.9083666628884175	1.0	1.0
scaffold_1544	1.0	1.0	1.0
scaffold_1504	1.0	1.0	1.0
scaffold_262	0.43043064999634423	0.002401618103965954	1.0
scaffold_372	0.9087672452158434	1.0	1.0
scaffold_146	0.9958878847733749	0.3170792451150081	1.0
scaffold_260	0.5669477733392514	0.0031022562599677794	0.6020757857632429
scaffold_252	0.9871797243548238	0.3438118126115446	1.0
scaffold_303	0.6432643264326433	1.0	1.0
scaffold_302	1.0	1.0	1.0
scaffold_491	0.9767895878524946	0.5115882753919564	0.7557184099489229
scaffold_165	0.9992443209073406	0.5925657481987195	1.0
scaffold_375	1.0	1.0	1.0
scaffold_440	1.0	1.0	1.0
scaffold_145	1.0	1.0	1.0
scaffold_450	1.0	0.0004725140156516082	1.0
scaffold_86	0.9897500492922484	0.9741792984822275	1.0
scaffold_47	0.9986902035750659	0.9641904112556657	1.0
scaffold_1441	1.0	1.0	1.0
scaffold_1203	1.0	1.0	1.0
scaffold_1513	1.0	1.0	1.0
scaffold_546	1.0	1.0	1.0
scaffold_42	0.5110134625552455	0.07611050794751534	0.9525107344697094
scaffold_270	1.0	1.0	1.0
scaffold_222	1.0	0.046564988647455945	1.0
scaffold_1244	1.0	1.0	1.0
scaffold_66	0.9990970108402963	0.9832603660705859	1.0
scaffold_93	1.0	1.0	1.0
scaffold_52	0.9867846521005111	0.07525915459843946	0.6782388381580039
scaffold_1229	1.0	1.0	1.0
scaffold_1422	1.0	1.0	1.0
scaffold_1090	1.0	1.0	1.0
scaffold_1623	1.0	1.0	1.0
scaffold_131	0.9988602654657356	0.1115863774370925	1.0
scaffold_962	1.0	1.0	1.0
scaffold_396	1.0	1.0	1.0
scaffold_473	0.639075316927666	1.0	1.0
scaffold_123	0.998208182807514	1.0	1.0
scaffold_168	1.0	0.020652206675090712	0.984522232450921
scaffold_304	0.5096393602140729	1.0	1.0
scaffold_1355	1.0	1.0	1.0
scaffold_114	0.999777352619084	1.0	1.0
scaffold_298	1.0	1.0	1.0
scaffold_173	1.0	1.0	1.0
scaffold_417	0.5143309699803892	1.0	1.0
scaffold_365	1.0	1.0	1.0
scaffold_323	0.9995925784082853	1.0	1.0
scaffold_53	1.0	1.0	1.0
scaffold_708	1.0	1.0	1.0
scaffold_236	1.0	1.0	1.0
scaffold_249	1.0	0.00495055643825662	0.9209353921024852
scaffold_172	1.0	0.02473851293340414	1.0
scaffold_48	1.0	0.13213429339943966	1.0
scaffold_70	0.9841841503406086	0.2831588867656274	0.9949304350640137
scaffold_766	0.7925275482093664	1.0	1.0
scaffold_855	1.0	0.0013040622563417709	1.0
scaffold_239	1.0	1.0	1.0
scaffold_411	1.0	1.0	1.0
scaffold_28	0.48676308204416097	0.1522624711792962	0.9396961564206358
scaffold_816	1.0	1.0	1.0
scaffold_581	1.0	1.0	1.0
scaffold_188	0.9936766822205748	1.0	1.0
scaffold_424	0.6657339099465784	0.0003063253731460336	0.5850210164310279
scaffold_80	0.9942830263776821	0.9821645578668954	1.0
scaffold_120	0.9991197255518169	0.847562192665711	1.0
scaffold_1626	1.0	1.0	1.0
scaffold_109	0.9842569254215289	0.09165193801449847	1.0
scaffold_333	0.8080808080808081	1.0	1.0
scaffold_149	1.0	1.0	1.0
scaffold_226	0.9955299439896597	1.0	1.0
scaffold_1040	1.0	1.0	1.0
scaffold_590	1.0	1.0	1.0
scaffold_181	0.9991630157588439	0.6549386931686674	1.0
scaffold_324	0.7390249968909339	0.003995831021903946	0.6229701304164914
scaffold_364	1.0	1.0	1.0
scaffold_212	0.374145726001472	1.0	1.0
scaffold_288	0.5170749814402376	1.0	1.0
scaffold_442	0.9514388489208633	1.0	1.0
scaffold_201	1.0	1.0	1.0
scaffold_58	0.9424794234603197	0.5057091787913099	0.7405950996593019
scaffold_67	1.0	0.41619617695016436	1.0
scaffold_295	1.0	1.0	1.0
scaffold_1210	1.0	1.0	1.0
scaffold_98	1.0	1.0	1.0
scaffold_340	1.0	1.0	1.0
scaffold_87	1.0	1.0	1.0
scaffold_112	0.9997615599501033	0.9973908906527781	0.9907794097528823
scaffold_1047	1.0	1.0	1.0
scaffold_1070	1.0	1.0	1.0
scaffold_758	1.0	1.0	1.0
scaffold_33	0.9989308621681722	0.9968332749837023	0.9987003717224503
scaffold_1518	1.0	1.0	1.0
scaffold_1063	1.0	0.00015154933276333672	0.5667752442996743
scaffold_502	0.9881630863656291	1.0	1.0
scaffold_83	1.0	0.03438687000453276	0.9997163717189803
scaffold_420	1.0	1.0	1.0
scaffold_927	1.0	1.0	1.0
scaffold_55	0.9619229359380728	0.9921360533929949	0.9999204233923844
scaffold_1330	1.0	1.0	1.0
scaffold_1249	0.5580215599239061	1.0	1.0
scaffold_1470	1.0	1.0	1.0
scaffold_1545	1.0	1.0	1.0
scaffold_19	0.7774093098158339	0.07980229217557905	0.9918388184168654
scaffold_533	1.0	1.0	1.0
scaffold_764	1.0	1.0	1.0
scaffold_765	1.0	1.0	1.0
scaffold_501	1.0	1.0	1.0
scaffold_875	1.0	1.0	1.0
scaffold_1134	0.9727606076479832	1.0	1.0
scaffold_612	1.0	1.0	1.0
scaffold_22	0.9648400735733225	1.0	1.0
scaffold_152	0.9884485897403925	1.0	1.0
scaffold_30	1.0	0.12205292212582748	0.9994260494814049
scaffold_335	0.9638690252164095	1.0	1.0
scaffold_312	1.0	1.0	1.0
scaffold_596	1.0	1.0	1.0
scaffold_32	1.0	1.0	0.9920225239387459
scaffold_156	1.0	0.01114500900960748	0.9933192267191194
scaffold_64	0.7468053036763028	0.18477183430200236	0.9845559017656715
scaffold_1013	1.0	1.0	1.0
scaffold_110	0.9987933119190981	0.99796448837635	1.0
scaffold_192	0.9805721941992434	0.9530576132002482	1.0
scaffold_457	1.0	1.0	1.0
scaffold_591	0.7398648648648649	1.0	1.0
scaffold_534	0.7129844063609696	1.0	1.0
scaffold_216	0.8357527712001098	1.0	1.0
scaffold_24	0.9961041811179636	0.9961357068367066	1.0
scaffold_917	1.0	1.0	1.0
scaffold_998	1.0	1.0	1.0
scaffold_1048	1.0	1.0	1.0
scaffold_767	1.0	1.0	1.0
scaffold_1491	1.0	1.0	1.0
scaffold_826	1.0	1.0	1.0
scaffold_673	1.0	1.0	1.0
scaffold_60	1.0	1.0	0.9998203421952775
scaffold_1038	1.0	1.0	1.0
scaffold_68	0.9975198139309296	0.994207700035767	0.9954533511122898
scaffold_1358	1.0	1.0	1.0
scaffold_1160	1.0	1.0	1.0
scaffold_1282	1.0	1.0	1.0
scaffold_605	1.0	1.0	1.0
scaffold_1298	1.0	1.0	1.0
scaffold_125	0.9995273353530528	0.9257115314312592	1.0
scaffold_376	0.9788977861516721	1.0	1.0
scaffold_106	1.0	1.0	1.0
scaffold_352	1.0	1.0	1.0
scaffold_267	0.8718781072702814	0.0026754173895220342	0.9327139167477275
scaffold_507	0.9716385564873269	1.0	1.0
scaffold_176	0.98145285935085	1.0	1.0
scaffold_899	1.0	1.0	1.0
scaffold_342	0.9560902255639098	0.02093527122338639	0.9748348537275873
scaffold_174	0.6978846177608086	1.0	1.0
scaffold_62	0.8368226866408892	0.7037972203034445	0.9978574590773291
scaffold_1671	1.0	1.0	1.0
scaffold_277	0.44884525270556735	1.0	1.0
scaffold_693	1.0	0.0004809438017333175	1.0
scaffold_118	0.9862825869998489	0.06144879906373153	1.0
scaffold_37	1.0	0.99408364057825	0.9912958957540612
scaffold_89	0.9964692111373362	0.8152389491366363	0.8886390236283146
scaffold_528	0.7201166180758017	1.0	1.0
scaffold_3	0.40387523774857864	0.3033548105127472	1.0
scaffold_1436	0.9239290989660266	1.0	1.0
scaffold_637	1.0	1.0	1.0
scaffold_1	0.9853495952509445	0.09709999659643988	1.0
scaffold_823	1.0	1.0	1.0
scaffold_1146	1.0	1.0	1.0
scaffold_670	1.0	1.0	1.0
scaffold_1573	1.0	1.0	1.0
scaffold_1055	1.0	1.0	1.0
scaffold_1109	1.0	1.0	1.0
scaffold_535	0.9896168993913355	1.0	1.0
scaffold_1617	1.0	1.0	1.0
scaffold_1620	1.0	1.0	1.0
scaffold_1161	1.0	1.0	1.0
scaffold_1289	0.9431111111111111	1.0	1.0
scaffold_366	1.0	1.0	1.0
scaffold_702	1.0	1.0	1.0
scaffold_889	0.9361179361179361	1.0	1.0
scaffold_1468	1.0	1.0	1.0
scaffold_782	1.0	1.0	1.0
scaffold_872	1.0	1.0	1.0
scaffold_380	1.0	1.0	1.0
scaffold_617	1.0	1.0	1.0
scaffold_1039	1.0	1.0	1.0
scaffold_1237	0.7905967450271247	1.0	1.0
scaffold_1512	1.0	1.0	1.0
scaffold_990	0.8894039735099337	1.0	1.0
scaffold_1419	1.0	1.0	1.0
scaffold_678	0.5385388739946381	1.0	1.0
scaffold_551	1.0	1.0	1.0
scaffold_803	1.0	1.0	1.0
scaffold_1165	1.0	1.0	1.0
scaffold_845	1.0	1.0	1.0
scaffold_932	1.0	1.0	1.0
scaffold_734	1.0	1.0	1.0
scaffold_31	0.9352579290850895	1.0	1.0
scaffold_390	1.0	1.0	1.0
scaffold_688	1.0	0.02863758338372882	0.9845979980626413
scaffold_1613	1.0	1.0	1.0
scaffold_1163	1.0	0.01870678741844386	1.0
scaffold_1036	1.0	1.0	1.0
scaffold_850	1.0	1.0	1.0
scaffold_385	1.0	1.0	1.0
scaffold_430	1.0	1.0	1.0
scaffold_11	1.0	0.7401125633074136	0.9821682203181732
scaffold_1253	1.0	1.0	1.0
scaffold_1239	1.0	1.0	1.0
scaffold_1154	0.627906976744186	1.0	1.0
scaffold_54	0.9969452396815728	0.9913626483963748	0.9998499753742472
scaffold_1425	1.0	1.0	1.0
scaffold_987	1.0	1.0	1.0
scaffold_802	1.0	0.0018045657925401162	0.805541810984661
scaffold_84	0.9801746482871423	1.0	1.0
scaffold_387	1.0	1.0	1.0
scaffold_1461	1.0	1.0	1.0
scaffold_757	1.0	0.9670722286597142	0.7243135297054418
scaffold_1140	0.8603104212860311	1.0	1.0
scaffold_20	0.9971718830763102	0.9971075288259593	1.0
scaffold_1515	1.0	1.0	1.0
scaffold_1589	1.0	1.0	1.0
scaffold_1598	0.9760285066407516	1.0	1.0
scaffold_1362	1.0	1.0	1.0
scaffold_1506	1.0	1.0	1.0
scaffold_349	0.9919018129851206	1.0	1.0
scaffold_961	1.0	1.0	1.0
scaffold_1444	1.0	1.0	1.0
scaffold_178	0.9870784794604537	1.0	1.0
scaffold_779	1.0	1.0	1.0
scaffold_132	0.9996953113798213	1.0	1.0
scaffold_675	1.0	1.0	1.0
scaffold_34	0.9987603411702659	0.9989209504957879	0.9998188304377306
scaffold_777	1.0	1.0	1.0
scaffold_1616	1.0	1.0	1.0
scaffold_1000	1.0	1.0	1.0
scaffold_1426	1.0	1.0	1.0
scaffold_1293	1.0	1.0	1.0
scaffold_526	1.0	1.0	1.0
scaffold_1075	1.0	1.0	1.0
scaffold_224	0.8351869606903164	0.002548653903469282	0.8219875253510887
scaffold_763	1.0	1.0	1.0
scaffold_1182	1.0	1.0	1.0
scaffold_71	0.9940927186336201	0.0523672418828965	0.8876339475573961
scaffold_113	1.0	1.0	1.0
scaffold_358	0.8071222621275734	0.01358239498244742	0.9844572574580095
scaffold_61	0.9929920692141312	1.0	1.0
scaffold_159	0.7862986296920013	1.0	1.0
scaffold_279	0.3536364900570157	0.0008780055635791001	0.7996460872984664
scaffold_465	0.5590312815338042	1.0	1.0
scaffold_799	0.9434475258292551	1.0	1.0
scaffold_285	1.0	1.0	1.0
scaffold_382	0.889285204736767	1.0	1.0
scaffold_103	0.9987130309642244	1.0	1.0
scaffold_1057	1.0	1.0	1.0
scaffold_1320	1.0	1.0	1.0
scaffold_205	1.0	1.0	1.0
scaffold_1184	1.0	1.0	1.0
scaffold_1376	1.0	1.0	1.0
scaffold_200	0.8285318751297848	0.007742063508490152	0.9934103508946652
scaffold_829	1.0	1.0	1.0
scaffold_464	1.0	1.0	1.0
scaffold_183	0.41321629678701555	0.015160695560385837	0.9340108789006585
scaffold_185	0.5909521950131087	1.0	1.0
scaffold_318	1.0	1.0	1.0
scaffold_275	1.0	1.0	1.0
scaffold_117	1.0	1.0	1.0
scaffold_662	1.0	0.012590743783675902	0.9818108956519803
scaffold_458	1.0	1.0	1.0
scaffold_104	0.9996213085892084	0.28181187610076913	0.5564331035216136
scaffold_56	1.0	0.7265134545230613	0.9756517852756776
scaffold_1638	1.0	1.0	1.0
scaffold_1509	1.0	1.0	1.0
scaffold_368	1.0	1.0	1.0
scaffold_360	1.0	1.0	1.0
scaffold_398	0.9612976235382874	1.0	1.0
scaffold_912	1.0	1.0	1.0
scaffold_273	0.3489848513420077	0.0009316555478812555	0.5255763688760807
scaffold_336	0.6455811829184745	1.0	1.0
scaffold_148	0.9998344360111415	1.0	1.0
scaffold_297	1.0	0.14592316107857647	0.5809481808158765
scaffold_184	1.0	0.010637979462540673	0.9991950529610014
scaffold_634	1.0	1.0	1.0
scaffold_887	1.0	1.0	1.0
scaffold_1071	1.0	1.0	1.0
scaffold_1008	1.0	1.0	1.0
scaffold_745	1.0	1.0	1.0
scaffold_1054	1.0	1.0	1.0
scaffold_268	1.0	1.0	1.0
scaffold_408	1.0	1.0	1.0
scaffold_1525	0.9702023988005997	1.0	1.0
scaffold_18	0.9999757882317691	0.8702782314000246	0.9954753616309658
scaffold_897	1.0	1.0	1.0
scaffold_441	0.9671435761018046	0.5897671971590162	0.990612063867534
scaffold_1646	1.0	1.0	1.0
scaffold_508	1.0	1.0	1.0
scaffold_128	0.9390409038373421	0.013482793340786925	0.9907453590269156
scaffold_1408	1.0	1.0	1.0
scaffold_691	0.8528368794326241	1.0	1.0
scaffold_647	1.0	1.0	1.0
scaffold_215	0.9528222286878091	1.0	1.0
scaffold_46	0.9930804891933221	0.982637843867608	0.991868022558229
scaffold_44	1.0	0.9991372728404072	1.0
scaffold_439	1.0	1.0	1.0
scaffold_25	0.9980570468084485	0.07920934143865228	0.9739437710979919
scaffold_1323	1.0	1.0	1.0
scaffold_971	1.0	1.0	1.0
scaffold_1329	1.0	1.0	1.0
scaffold_1066	1.0	1.0	1.0
scaffold_90	0.9998988870838361	0.9727314011039905	0.971009680855367
scaffold_997	1.0	1.0	1.0
scaffold_1270	1.0	1.0	1.0
scaffold_7	0.9986077726969604	0.17521323881793927	0.9930227978384055
scaffold_428	1.0	1.0	1.0
scaffold_966	0.9653126426289366	1.0	1.0
scaffold_940	1.0	1.0	1.0
scaffold_1316	1.0	1.0	1.0
scaffold_1497	1.0	1.0	1.0
scaffold_1383	1.0	1.0	1.0
scaffold_656	1.0	1.0	1.0
scaffold_783	1.0	1.0	1.0
scaffold_559	1.0	1.0	1.0
scaffold_598	1.0	1.0	1.0
scaffold_16	0.8322256916523874	0.2626747958634688	1.0
scaffold_981	1.0	1.0	1.0
scaffold_728	0.5096899224806202	1.0	1.0
scaffold_14	0.9351162529970477	0.2880296857251041	1.0
scaffold_1264	1.0	1.0	1.0
scaffold_1478	0.8421052631578947	1.0	1.0
scaffold_1138	1.0	1.0	1.0
scaffold_555	1.0	1.0	1.0
scaffold_1498	1.0	1.0	1.0
